uuid,identifier,createdBy,Date,Type,Source,DescriptionOfMoundOrLocale,LanduseAroundMound,LanduseAroundMoundNote,LanduseOnTopOfMound,LanduseOnTopOfMoundNote,PositioninTheLandscape,ProminenceNote,Latitude,Longitude,Northing,Easting,Accuracy,HandheldGPSPoint,Elevation,FacingDirectionForPhoto,Notes,Photo,HeightMax,DiameterMax,HeightMin,DiameterMin,OtherDimension,ShapeNotes,AssociatedFeatureOrMaterial,SurfaceMaterialDescription,SampleCollected,ChronologyEstimate,AssociatedFeatureOrMaterialPhoto,Condition,PrincipalSourceOfImpact,OtherSourcesOfImpact,ArchaeologicalPotential,MostRecentDamageWhat,MostRecentDamageWhat 2,MostRecentDamageWithin,MostRecentDamageWithin 2,RTDescription,CommentsAndRecommendations,CRMPhotos,geospatialcolumn
1.00E+18,9642,Vera Dolezalkova,20-Sep,Surface Scatter,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.45642653,26.32233461,4700677.2,444280.0939,3,151,,North,"photo#34-39
roman pottery scatter containing one amphora handle and one glass bracelet fragment ",BurialMound/Photo/9642_3.jpg,0,100,NA,100,,,Artefact scatter,"roman sherds, one amphora handle, one fragment of glass bracelet ",No,,,3 - damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,,,,POINT(444280.09387 4700677.199505)
1.00E+18,8204,Bara Weissova,20-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Scrub,,Valley Bottom or Plain,,42.3341879,26.57512027,4686969.212,464997.1528,3,104,,Southeast,,BurialMound/Photo/8204_1.jpg,1.2,30,NA,20,,,,,No,,,3 - damaged,Looting,,3 - impaired,Unknown,,Unknown,,"01, irregular,1,1.5, manual excavation",,BurialMound/CRMPhotos/8204_1.jpg,POINT(464997.152764 4686969.212456)
1.00E+18,9643,Vera Dolezalkova,20-Sep,Uncertain Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.45536524,26.32316986,4700558.807,444347.8313,3,152,,Southeast,"photo#41-42
pottery scatter from 9642 continues to the mound but it''s. highest density is where the point was taken ",BurialMound/Photo/9643_1.jpg,1.5,50,NA,45,,,,more amphora handles found,No,,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(444347.831344 4700558.8072)
1.00E+18,8419,Adela Sobotkova,20-Sep,Surface Scatter,Survey,"EIA,LIA scatter with some prehistory",Annual agriculture,,Annual agriculture,,Lower slope,,42.3131529,26.55576631,4684641.725,463390.5202,3,120,,Southeast,#528-531,BurialMound/Photo/8419_1.jpg,0,100,NA,NA,,,Artefact scatter,"pottery, no ac",Yes,,,3 - damaged,Agriculture,,2 - good,Agriculture,,Last month,,,,BurialMound/CRMPhotos/8419_1.jpg,POINT(463390.520205 4684641.7251)
1.00E+18,8205,Bara Weissova,20-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Pasture,grassland,Valley Bottom or Plain,,42.33804656,26.58438807,4687393.89,465762.7564,3,10,,South,,BurialMound/Photo/8205_1.jpg,1.5,20,NA,20,,,,,No,,,3 - damaged,Other,,4 - minimal,Not available,,Unknown,,"01,half circle,5,12,1.5,housed tank during the war",(hiding place for a tank during war ),BurialMound/CRMPhotos/8205_2.jpg,POINT(465762.756412 4687393.890191)
1.00E+18,8420,Adela Sobotkova,20-Sep,Burial Mound,Legacy verification,top of a cliff,Scrub,,Scrub,,Hilltop,,42.31601563,26.55573381,4684959.604,463389.5011,3,121,153.3,North,#533-535,BurialMound/Photo/8420_1.jpg,3.5,20,NA,NA,,,Loose artefacts,late RM pottery fragment,Yes,,BurialMound/AssociatedFeatureOrMaterialPhoto/8420_1.jpg,3 - damaged,Looting,,3 - impaired,Looting,,Last year,,"01, rect,3,0.8,1;02,hole",,BurialMound/CRMPhotos/8420_1.jpg,POINT(463389.501094 4684959.603949)
1.00E+18,8421,Adela Sobotkova,20-Sep,Burial Mound,Legacy verification,"mound 50 m off the point, possibly secondary pile from previous excavation, profile looks like riverine sediment rather than manmade mound",Scrub,,Pasture,grassland,Hilltop,,42.31782542,26.55479563,4685160.958,463313.2406,3,122,,Southeast,#536-537,BurialMound/Photo/8421_1.jpg,2.2,16,NA,NA,,,,,No,,,4 - seriously damaged,Looting,,4 - minimal,Looting,,Last year,,"01, round,2.5,2.2,old and dry but not overgrown",,BurialMound/CRMPhotos/8421_1.jpg,POINT(463313.240576 4685160.958396)
1.00E+18,9644,Vera Dolezalkova,20-Sep,Uncertain Feature,Legacy verification,military embankment,Pasture,grassland,Pasture,grassland,Valley Bottom or Plain,,42.44422785,26.33985862,4699311.323,445710.4475,3,153,163.1,Northeast,47,BurialMound/Photo/9644_1.jpg,5,100,NA,NA,,square embankment,,,No,,,3 - damaged,Construction,,4 - minimal,Other,specify in Annotation) (military embankment),Unknown,,,,,POINT(445710.447541 4699311.322846)
1.00E+18,8206,Bara Weissova,20-Sep,Burial Mound,Legacy verification,"elevation marker on the top, Dyadodinkovata mogila",Annual agriculture,,Pasture,grassland,Valley Bottom or Plain,,42.36519229,26.61280912,4690396.994,468117.7488,3,105,,East,,BurialMound/Photo/8206_1.jpg,2.3,60,NA,60,,,,,No,,,2 - minor damage,Looting,,3 - impaired,Looting,,Unknown,,"01, rectangle,12,4,1, manual excavation",,BurialMound/CRMPhotos/8206_2.jpg,POINT(468117.748752 4690396.993875)
1.00E+18,8422,Adela Sobotkova,20-Sep,Burial Mound,Legacy verification,mound with big RT and a tortoise,Scrub,,Pasture,grassland,Hilltop,,42.31957814,26.55423976,4685355.812,463268.4534,3,123,,Northeast,"#540,543",BurialMound/Photo/8422_1.jpg,2.5,22,NA,NA,,,,,No,,,4 - seriously damaged,Looting,,3 - impaired,Looting,,Last month,,"01,round,2.5,2.5,looks machine excavated",,BurialMound/CRMPhotos/8422_1.jpg,POINT(463268.453386 4685355.81205)
1.00E+18,9645,Vera Dolezalkova,20-Sep,Uncertain Mound,Legacy verification,water pipe channel and crossroad of water pipes,Annual agriculture,,Pasture,grassland,Valley Bottom or Plain,,42.43098085,26.3374515,4697841.945,445501.0093,3,154,157.4,West,"photo#49-52, water pipe crossroad right on the mound, right under the elevation point.",BurialMound/Photo/9645_1.jpg,1.4,30,NA,25,,,,,No,,,4 - seriously damaged,Construction,,4 - minimal,Unknown,,Unknown,,,,,POINT(445501.009328 4697841.94451)
1.00E+18,8207,Bara Weissova,20-Sep,Burial Mound,Legacy verification,Trapezanskata mogila,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.36487989,26.58921629,4690371.422,466174.8864,3,106,158.5,West,,BurialMound/Photo/8207_1.jpg,1.8,60,NA,50,,,,,No,,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(466174.886424 4690371.421651)
1.00E+18,8423,Adela Sobotkova,20-Sep,Burial Mound,Legacy verification,,Scrub,,Pasture,grassland,Hilltop,,42.31870457,26.55143292,4685260.03,463036.6521,3,124,,North,#564-6,BurialMound/Photo/8423_1.jpg,2.3,25,NA,NA,,,,,No,,,3 - damaged,Looting,,3 - impaired,Looting,,Unknown,,"01,round,3,1,old and overgrown",,BurialMound/CRMPhotos/8423_1.jpg,POINT(463036.652082 4685260.030295)
1.00E+18,8424,Adela Sobotkova,20-Sep,Burial Mound,Legacy verification,tiny mound with a ditch around,Pasture,grassland,Pasture,grassland,Hilltop,,42.31744062,26.54713153,4685121.564,462681.4564,3,125,,North,#567,BurialMound/Photo/8424_1.jpg,1,8,NA,NA,,,"Other (1.5 m wide, 0.3m deep ditch around it)",,No,,,2 - minor damage,Post-depositional,,2 - good,Post-depositional,,Unknown,,,,,POINT(462681.456446 4685121.564299)
1.00E+18,8208,Bara Weissova,20-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.36880268,26.55643615,4690820.555,463477.9431,3,107,,Northeast,,BurialMound/Photo/8208_1.jpg,1.9,60,NA,60,,,,,No,,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(463477.943071 4690820.554936)
1.00E+18,8425,Adela Sobotkova,20-Sep,Surface Scatter,Legacy verification,settlement mound Tenevo,Pasture,grassland,Pasture,grassland,Valley Bottom or Plain,,42.3211821,26.55681622,4685532.799,463481.6866,4,12,,East,"#571-572,551,575",BurialMound/Photo/8425_1.jpg,9,100,NA,NA,,,Loose artefacts,"prehistoric polished shiny pottery, poor visibility, one daub, 2 lithic axes!",No,"Chalcolithic, Bronze?",BurialMound/AssociatedFeatureOrMaterialPhoto/8425_1.jpg,3 - damaged,Looting,,2 - good,Looting,,Unknown,,"01,round,5,1, old overgrown",old large trenches,,POINT(463481.686595 4685532.799499)
1.00E+18,8209,Bara Weissova,20-Sep,Burial Mound,Legacy verification,elevation marker on top. some sort of house construction in side of mound. bed on top of the house. newspaper dated year 2000,Pasture,grassland,Pasture,grassland,Hilltop,,42.35735993,26.52591563,4689563.557,460957.8623,3,108,,South,second picture facing North,BurialMound/Photo/8209_2.jpg,3.5,30,NA,20,,measurements not including house,,,No,,,3 - damaged,Construction,,2 - good,Unknown,,Unknown,,"01, rectangle,3,1.5,0.4, manual excavation",,BurialMound/CRMPhotos/8209_1.jpg,POINT(460957.862319 4689563.557269)
1.00E+18,8426,Adela Sobotkova,20-Sep,Burial Mound,Legacy verification,,Scrub,,Scrub,,Hilltop,,42.33086066,26.54369962,4686613.176,462406.6404,3,126,,South,#577,BurialMound/Photo/8426_1.jpg,3,20,NA,NA,,,,,No,,,2 - minor damage,Looting,,2 - good,Post-depositional,,Unknown,,,"poor access due to scrub, old overgrown trenches seen through the scrub",,POINT(462406.640416 4686613.176022)
1.00E+18,8210,Bara Weissova,20-Sep,Burial Mound,Legacy verification,,Pasture,grassland,Pasture,grassland,Hilltop,,42.36612463,26.52467306,4690537.327,460860.9732,3,209,,Northeast,,BurialMound/Photo/8210_1.jpg,1.2,20,NA,15,,,,,No,,,2 - minor damage,Looting,,3 - impaired,Looting,,Unknown,,"01, rectangle,2,1,0.4, manual excavation",,BurialMound/CRMPhotos/8210_2.jpg,POINT(460860.973195 4690537.327499)
1.00E+18,8427,Adela Sobotkova,20-Sep,Uncertain Mound,Legacy verification,mound covering a concrete construction,Scrub,,Pasture,grassland,Hilltop,,42.33433376,26.54253839,4686999.327,462313.0433,3,127,,East,#578,BurialMound/Photo/8427_1.jpg,1.7,14,NA,NA,,,,,No,,,4 - seriously damaged,Construction,,4 - minimal,Infrastructure,,Unknown,,,,,POINT(462313.043287 4686999.326967)
1.00E+18,8428,Adela Sobotkova,20-Sep,Burial Mound,Legacy verification,"geodetic marker on top, ditch around",Pasture,grassland,Pasture,grassland,Hilltop,,42.33623057,26.54119147,4687210.539,462203.2157,3,128,,Northeast,#580,BurialMound/Photo/8428_1.jpg,1.65,18,NA,NA,,,,,No,,,2 - minor damage,Construction,geodetic marker,2 - good,Infrastructure,,Unknown,,,,,POINT(462203.21575 4687210.538616)
1.00E+18,8211,Adela Sobotkova,21-Sep,Burial Mound,Legacy verification,"on the top of a hilltop, overgrown with a semidense scrub",Scrub,,Scrub,,Hilltop,,42.38519435,26.2629399,4692808.431,439327.7987,3,110,257.8,North,,BurialMound/Photo/8211_1.jpg,1.4,25,NA,25,,,,,No,,,4 - seriously damaged,Looting,,4 - minimal,Looting,,Unknown,,"[01,Tshape,5,2.6,1.2]",,BurialMound/CRMPhotos/8211_2.jpg,POINT(439327.798732 4692808.430743)
1.00E+18,8212,Adela Sobotkova,21-Sep,Extinct Burial Mound,Legacy verification,"inside of an army object, guard claims there is nothing",Other,explain in notes,Other,explain in notes,Hilltop,,42.34646977,26.30636251,4688478.495,442867.1332,3,,,South,,BurialMound/Photo/8212_1.jpg,0,0,0,NA,,,,,No,,,0 - No observation,Construction,,5 - none or nearly none,Urban development,,Not relevant,,,,,POINT(442867.133206 4688478.495105)
1.00E+18,8213,Adela Sobotkova,21-Sep,Burial Mound,Legacy verification,Lozenski bair,Forest,,Scrub,,Hilltop,,42.33795169,26.32236579,4687522.054,444177.7466,3,111,295.1,Northwest,only top of the mound enables view to the valley,BurialMound/Photo/8213_1.jpg,1.2,25,NA,20,,,,,No,,,4 - seriously damaged,Looting,,4 - minimal,Looting,,Unknown,,"[01,rectangular,3,2.1,1.5,three quartz stones lined in NS direction in RT]",,BurialMound/CRMPhotos/8213_2.jpg,POINT(444177.746646 4687522.053631)
1.00E+18,8214,Adela Sobotkova,21-Sep,Burial Mound,Legacy verification,,Forest,,Forest,,Upper slope,,42.34869112,26.3337824,4688707.091,445127.57,3,112,,West,,BurialMound/Photo/8214_1.jpg,0.4,40,NA,35,,,,,No,,,1 - pristine,No observation,,1 - full,No observation,,Not relevant,,,,,POINT(445127.570008 4688707.091127)
1.00E+18,8215,Adela Sobotkova,21-Sep,Extinct Burial Mound,Legacy verification,,Forest,,Forest,,Upper slope,,42.34896265,26.33332398,4688737.536,445090.0485,3,113,,North,,BurialMound/Photo/8215_1.jpg,0,0,NA,NA,,,,,No,,,5 - extinct or near extinct,No observation,,5 - none or nearly none,Unknown,,Unknown,,,,,POINT(445090.048491 4688737.536079)
1.00E+18,8216,Bara Weissova,21-Sep,Surface Scatter,Legacy verification,,Annual agriculture,,Annual agriculture,,Upper slope,,42.34833264,26.33221242,4688668.301,444997.9468,3,,,South,,BurialMound/Photo/8216_1.jpg,0,0,NA,0,,,Artefact scatter,"density equals 1sherd per 2 sq. meters, approx. 200 per 150 meters",No,,BurialMound/AssociatedFeatureOrMaterialPhoto/8216_2.jpg,0 - No observation,Agriculture,,No observation,Agriculture,,Last month,,,,,POINT(444997.94682 4688668.301012)
1.00E+18,8217,Bara Weissova,21-Sep,Extinct Burial Mound,Legacy verification,,Pasture,grassland,Pasture,grassland,Lower slope,,42.34716544,26.33153574,4688539.137,444941.1933,3,118,,North,,BurialMound/Photo/8217_1.jpg,0.4,20,NA,20,,,,,No,,,5 - extinct or near extinct,No observation,,5 - none or nearly none,Unknown,,Unknown,,,,,POINT(444941.193321 4688539.137084)
1.00E+18,8429,Adela Sobotkova,25-Sep,Burial Mound,Legacy verification,,Pasture,grassland,Scrub,,Valley Bottom or Plain,,42.57131574,26.52358729,4713321.901,460899.4857,3,0,,West,#586-587,BurialMound/Photo/8429_2.jpg,1.7,25,NA,NA,,,,,No,,,4 - seriously damaged,Excavation,,3 - impaired,Other,specify in Annotation) (garbage disposal),Last year,,"01,crescent,12,4,1.5, SE half of mound seems removed",,,POINT(460899.485734 4713321.901379)
1.00E+18,8430,Adela Sobotkova,25-Sep,Burial Mound,Legacy verification,zawoi centre,Pasture,grassland,Pasture,grassland,Valley Bottom or Plain,,42.56432801,26.52553615,4712545.084,461055.0876,3,0,,West,#588-591,BurialMound/Photo/8430_1.jpg,0.8,12,NA,NA,,,,,No,,,5 - extinct or near extinct,Excavation,Development,5 - none or nearly none,Looting,"looting? maybe, not sure",Unknown,,"01,round,2.5,1.2,manual residual RT on East side; whole mound has been excavated /removed previously",,BurialMound/CRMPhotos/8430_1.jpg,POINT(461055.087616 4712545.084464)
1.00E+18,8431,Adela Sobotkova,25-Sep,Burial Mound,Legacy verification,"Zawoi, yellow soilmark",Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.56605754,26.52723127,4712736.353,461195.2988,3,,,Southeast,"#592, #593-4 photos of assistants Georgyi i Bozhidar of Zawoi",BurialMound/Photo/8431_1.jpg,0.5,18,NA,NA,,,,,No,,,4 - seriously damaged,Looting,,5 - none or nearly none,Agriculture,,Last month,,,,,POINT(461195.298774 4712736.353239)
1.00E+18,8432,Adela Sobotkova,25-Sep,Burial Mound,Legacy verification,,Scrub,,Scrub,,Valley Bottom or Plain,,42.55174293,26.52765014,4711146.667,461220.8166,3,0,,North,scrubby excavated? mound,BurialMound/Photo/8432_1.jpg,3,40,NA,NA,,,,,No,,,3 - damaged,Excavation,,3 - impaired,Unknown,,Unknown,,,no visible trenches but mound looks excavated and repiled,,POINT(461220.816592 4711146.667174)
1.00E+18,8433,Adela Sobotkova,25-Sep,Extinct Burial Mound,Legacy verification,inaccessible mound location inside photovoltaic field,Other,explain in notes (photovoltaic,Other,explain in notes,Valley Bottom or Plain,,42.53117443,26.55156025,4708852.08,463171.7166,3,0,,Southeast,#598,BurialMound/Photo/8433_1.jpg,0,0,NA,NA,,,,,No,,,5 - extinct or near extinct,Urban development,,5 - none or nearly none,Infrastructure,,Unknown,check satellite imagery),,Photovoltaic station,,POINT(463171.7166 4708852.079669)
1.00E+18,8434,Adela Sobotkova,25-Sep,Burial Mound,Legacy verification,"Eneva mogila, one more 1.6â‰¤ m high cc a 160m to ESE in annual agr. in panorama and 613-614; after loading past layers I see it''s been recorded in 2010, as 9216",Annual agriculture,,Pasture,grassland,Hilltop,,42.51378619,26.60092828,4706901.033,467217.0011,3,0,,Northeast,"#603, facing NE, 613",BurialMound/Photo/8434_1.jpg,5,40,NA,NA,,,,,No,,,1 - pristine,Looting,,1 - full,Looting,,Last year,,"01,round,2.5,1.5,this year?",,BurialMound/CRMPhotos/8434_1.jpg,POINT(467217.001062 4706901.032858)
1.00E+18,8435,Adela Sobotkova,25-Sep,Burial Mound,Legacy verification,"kurgan Nachova mogila, mound next to a wind turbine",Pasture,grassland,Pasture,grassland,Hilltop,,42.443048,26.600645,467093,4698742,,,216.3,South,"#616, duplicate of 8142",BurialMound/Photo/8435_1.jpg,3.5,35,NA,NA,,,,,No,,,3 - damaged,Construction,,No observation,Infrastructure,,Unknown,,,"observed from distance over the quarry,top seems to have been chopped away.",,
1.00E+18,8436,Adela Sobotkova,25-Sep,Extinct Burial Mound,Legacy verification,"next to road under power lines, potentially there''s a second one further to E, equal size",Annual agriculture,,Annual agriculture,,Hilltop,,42.45325746,26.5726067,4700191.351,464856.5717,3,0,,Northeast,#617-618,BurialMound/Photo/8436_1.jpg,0.8,25,NA,NA,,very sprawling mound,,,No,,,5 - extinct or near extinct,Agriculture,,5 - none or nearly none,Agriculture,,Last month,,,,,POINT(464856.571698 4700191.351402)
1.00E+18,8437,Adela Sobotkova,25-Sep,Extinct Burial Mound,Legacy verification,"next to road under power lines, second of two",Annual agriculture,,Annual agriculture,,Hilltop,,42.45325746,26.5726067,4700191.351,464856.5717,,0,,Northeast,#618,BurialMound/Photo/8437_1.jpg,0.7,20,NA,NA,,very sprawling mound,,,No,,,5 - extinct or near extinct,Agriculture,,5 - none or nearly none,Agriculture,,Last month,,,,,
1.00E+18,8218,Bara Weissova,28-Sep,Surface Scatter,Survey,scatter still visible at GPS 119,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.397635,26.32391833,4694148.075,444358.342,1.3,116,,North,,BurialMound/Photo/8218_1.jpg,0,0,NA,NA,,,Artefact scatter,,Yes,"Iron Age, Roman",BurialMound/AssociatedFeatureOrMaterialPhoto/8218_2.jpg,0 - No observation,Agriculture,,No observation,Agriculture,,Last month,,,,,POINT(444358.342 4694148.075082)
1.00E+18,8219,Bara Weissova,28-Sep,Burial Mound,Legacy verification,very good view from the mound,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.393525,26.32656833,4693689.98,444572.8217,1.1,117,,West,,BurialMound/Photo/8219_1.jpg,1.9,45,NA,42,,,Artefact scatter,connected with the site 8217?,No,Iron Age,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(444572.821711 4693689.980063)
1.00E+18,8220,Bara Weissova,28-Sep,Burial Mound,Survey,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.39375833,26.32707167,4693715.561,444614.4542,1.4,118,,North,,BurialMound/Photo/8220_1.jpg,0.4,50,NA,45,,,Artefact scatter,,No,Roman,BurialMound/AssociatedFeatureOrMaterialPhoto/8220_2.jpg,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,,,,POINT(444614.454195 4693715.560562)
1.00E+18,8221,Bara Weissova,28-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.435645,26.395095,4698324.456,450246.2741,1,120,,North,,BurialMound/Photo/8221_1.jpg,1.2,25,NA,22,,,Loose artefacts,Ottoman?,No,,BurialMound/AssociatedFeatureOrMaterialPhoto/8221_2.jpg,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(450246.274122 4698324.45555)
1.00E+18,8222,Bara Weissova,28-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.423895,26.39993833,4697016.935,450635.4226,1.2,121,,Northwest,,BurialMound/Photo/8222_1.jpg,0.8,30,NA,26,,,,,No,,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,,,,POINT(450635.422612 4697016.935204)
1.00E+18,8223,Bara Weissova,28-Sep,Burial Mound,Legacy verification,destroyed elevation marker on top,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.41240333,26.39289667,4695745.046,450047.0116,1.1,122,,East,,BurialMound/Photo/8223_1.jpg,1,34,NA,31,,,,,No,,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,,,,POINT(450047.011593 4695745.045675)
1.00E+18,8224,Bara Weissova,28-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.40343167,26.43246833,4694726.345,453296.3578,1.1,123,162.5,South,,BurialMound/Photo/8224_1.jpg,0.6,21,NA,20,,,,,No,,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,,,,POINT(453296.357839 4694726.344525)
1.00E+18,8225,Bara Weissova,28-Sep,Burial Mound,Legacy verification,large elevation marker on top,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.42727833,26.45698,4697361.033,455330.4189,0.8,124,166.1,South,,BurialMound/Photo/8225_1.jpg,1.6,51,NA,48,,,,,No,,,3 - damaged,Agriculture,dirt road crossing the mound,4 - minimal,Agriculture,,Last month,,,,,POINT(455330.418921 4697361.032856)
1.00E+18,8226,Bara Weissova,28-Sep,Burial Mound,Legacy verification,destroyed elevation market on top,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.443635,26.42127667,4699196.639,452405.7829,1.2,125,159.4,South,,BurialMound/Photo/8226_1.jpg,1.3,32,NA,30,,,,,No,,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,,,,POINT(452405.78293 4699196.638979)
1.00E+18,8227,Bara Weissova,28-Sep,Surface Scatter,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.4017,26.13581667,4694739.758,428882.0307,2.3,126,,North,,BurialMound/Photo/8227_1.jpg,0,0,NA,0,,,Artefact scatter,dense scatter at Dian''s field,Yes,Roman,,0 - No observation,Agriculture,,No observation,Agriculture,,Last month,,,,BurialMound/CRMPhotos/8227_1.jpg,POINT(428882.030738 4694739.757651)
